1.924633595899449300e+002 9.266939680673681300e+001 1.000000000000000000e+000
1.832109215354229000e+002 7.577560296196414000e+001 1.000000000000000000e+000
1.898850233944770300e+002 8.605353128114619200e+001 1.000000000000000000e+000
1.819021071829390900e+002 7.748049394365412500e+001 1.000000000000000000e+000
1.996440502594310300e+002 8.785102141172410500e+001 1.000000000000000000e+000
1.822780199626649300e+002 9.785690247381775500e+001 1.000000000000000000e+000
1.865388953901072300e+002 8.214190259860251300e+001 1.000000000000000000e+000
1.775790475185209800e+002 8.341263326269547900e+001 1.000000000000000000e+000
1.866052617862649200e+002 7.909003003289171800e+001 1.000000000000000000e+000
1.765276708020211300e+002 7.538266981229644200e+001 1.000000000000000000e+000
1.748245689405044600e+002 7.317893502701083700e+001 1.000000000000000000e+000
1.834073523044324400e+002 8.051869803090103500e+001 1.000000000000000000e+000
1.861932125607739900e+002 7.586175769468854900e+001 1.000000000000000000e+000
1.750168758135648900e+002 8.743195873733327500e+001 1.000000000000000000e+000
1.826449658002219700e+002 7.193370843901981000e+001 1.000000000000000000e+000
1.936627121172903400e+002 9.622597249680544000e+001 1.000000000000000000e+000
1.880920941644782500e+002 9.874513516549923500e+001 1.000000000000000000e+000
1.892713752462401300e+002 8.854146733251681700e+001 1.000000000000000000e+000
1.826075534234636300e+002 8.152251192844900600e+001 1.000000000000000000e+000
1.950155035150241900e+002 9.266265985598403200e+001 1.000000000000000000e+000
1.857308106032781400e+002 8.758105435517573800e+001 1.000000000000000000e+000
2.000657218984455600e+002 9.053880550922360700e+001 1.000000000000000000e+000
1.789590979943444300e+002 6.719336266601578700e+001 1.000000000000000000e+000
1.840781977736423300e+002 9.128518656127043600e+001 1.000000000000000000e+000
1.906202312875813000e+002 8.444746402509954900e+001 1.000000000000000000e+000
2.005729490728635400e+002 8.996404338721659100e+001 1.000000000000000000e+000
1.917032932120603700e+002 8.571354652790645900e+001 1.000000000000000000e+000
1.918494448522140500e+002 8.933322490938860500e+001 1.000000000000000000e+000
1.888324418057150100e+002 8.081332262315923700e+001 1.000000000000000000e+000
2.026294845302429300e+002 9.174669850109882000e+001 1.000000000000000000e+000
1.938109492888244700e+002 8.915714746001015100e+001 1.000000000000000000e+000
1.854098509247138500e+002 7.135711736249516000e+001 1.000000000000000000e+000
1.865462818661279400e+002 8.337174136271499900e+001 1.000000000000000000e+000
1.915104705420170000e+002 8.460216128013951200e+001 1.000000000000000000e+000
1.921137781727759400e+002 1.009002996134229300e+002 1.000000000000000000e+000
1.812137953059639400e+002 8.896507044602739700e+001 1.000000000000000000e+000
1.885317420913101800e+002 7.403168082015733400e+001 1.000000000000000000e+000
1.827508090781577200e+002 8.445816314479760900e+001 1.000000000000000000e+000
1.772016265874833600e+002 7.942037955156770600e+001 1.000000000000000000e+000
1.948247628824173000e+002 9.247329453712268300e+001 1.000000000000000000e+000
1.810650895566168100e+002 7.428566087204194400e+001 1.000000000000000000e+000
1.756758558748142900e+002 6.260699281958341100e+001 1.000000000000000000e+000
1.847051454817775800e+002 8.149667725907630700e+001 1.000000000000000000e+000
1.925053190954783400e+002 9.253864788515122100e+001 1.000000000000000000e+000
1.923582426632420400e+002 8.767228670126347400e+001 1.000000000000000000e+000
1.853793041802516100e+002 9.166837922531050300e+001 1.000000000000000000e+000
1.874876660075963200e+002 7.477300144831205800e+001 1.000000000000000000e+000
1.792995797531266100e+002 6.942262758390519700e+001 1.000000000000000000e+000
1.896346294062453200e+002 8.619310301315128700e+001 1.000000000000000000e+000
1.780163253770053000e+002 8.148252428929136200e+001 1.000000000000000000e+000
1.802305761019896700e+002 8.098390878314101800e+001 1.000000000000000000e+000
1.806806323555223600e+002 8.227756055277480100e+001 1.000000000000000000e+000
1.922796814243971800e+002 8.174602883671042300e+001 1.000000000000000000e+000
1.903696551746279500e+002 6.902865371863271100e+001 1.000000000000000000e+000
1.994409189895488100e+002 7.797085984028999000e+001 1.000000000000000000e+000
1.946147669074636600e+002 8.313239505637595500e+001 1.000000000000000000e+000
1.883725040117700500e+002 8.237695413981308000e+001 1.000000000000000000e+000
1.837143194776335800e+002 8.140774491312595300e+001 1.000000000000000000e+000
1.846730557693833800e+002 7.465037409416740400e+001 1.000000000000000000e+000
1.934299386200355000e+002 8.587862592316585600e+001 1.000000000000000000e+000
1.831111212419229700e+002 7.772506864378739500e+001 1.000000000000000000e+000
